id,eventID,sensorId,time,ax,ay,az
1,1,E0:5B:41:FE:20:24,1574183063603,0.0499234568414511,0.03297815817464,0.998208439926456
2,1,E0:5B:41:FE:20:24,1574183062739,0.0495560729816185,0.0314765607914742,0.998275223448615
3,1,E0:5B:41:FE:20:24,1574183061624,0.0486300053841448,0.0512375123752518,0.997501799447968
4,1,E0:5B:41:FE:20:24,1574183060642,0.0470351115908838,0.0500318084512448,0.997639472164535
5,1,E0:5B:41:FE:20:24,1574183059620,0.045132563918018,0.0249315863003215,0.998669849188778
6,1,E0:5B:41:FE:20:24,1574183058735,0.0532948306253982,0.00843515304862418,0.998543193468193
7,1,E0:5B:41:FE:20:24,1574183057625,0.0492771031269306,-0.00114597914248676,0.998784488185125
8,1,E0:5B:41:FE:20:24,1574183056651,0.0697572969933873,0.0352046171742329,0.996942603385868
9,1,E0:5B:41:FE:20:24,1574183055614,0.0466290033630679,0.0333436448629759,0.998355616698088
10,1,E0:5B:41:FE:20:24,1574183054732,0.0475962037378519,0.0160392686568652,0.998737875145775
11,1,E0:5B:41:FE:20:24,1574183053625,0.049084634377019,0.0161874858051871,0.998663438787754
12,1,E0:5B:41:FE:20:24,1574183052643,0.0486232452077668,0.0366303804380227,0.99814527762968
13,1,E0:5B:41:FE:20:24,1574183051601,0.0545995515248807,0.0204585431728073,0.998298721317687
14,1,E0:5B:41:FE:20:24,1574183050661,0.0667097760947152,0.0156351037721989,0.997649913197724
15,2,E0:5B:41:FE:20:24,1574183070638,0.0428775580162521,0.0157695578114483,0.99895587293183
16,2,E0:5B:41:FE:20:24,1574183069612,0.0458700511314954,0.0142040783333324,0.998846425917365
17,2,E0:5B:41:FE:20:24,1574183068636,0.044218430909433,0.0160438554627146,0.9988930498656
18,2,E0:5B:41:FE:20:24,1574183067604,0.0451580407296088,0.0161187340847895,0.99884980741299
19,2,E0:5B:41:FE:20:24,1574183066679,0.0454785756855905,0.0161585770344218,0.998834620716479
20,2,E0:5B:41:FE:20:24,1574183065668,0.0454627064904644,0.0349111900843681,0.998355823905212
21,2,E0:5B:41:FE:20:24,1574183064636,0.0433271896249042,0.035147425211943,0.998442493657085
22,2,E0:5B:41:FE:20:24,1574183063603,0.0499234568414511,0.03297815817464,0.998208439926456
23,2,E0:5B:41:FE:20:24,1574183062739,0.0495560729816185,0.0314765607914742,0.998275223448615
24,2,E0:5B:41:FE:20:24,1574183061624,0.0486300053841448,0.0512375123752518,0.997501799447968
25,2,E0:5B:41:FE:20:24,1574183060642,0.0470351115908838,0.0500318084512448,0.997639472164535
26,2,E0:5B:41:FE:20:24,1574183059620,0.045132563918018,0.0249315863003215,0.998669849188778
27,2,E0:5B:41:FE:20:24,1574183058735,0.0532948306253982,0.00843515304862418,0.998543193468193
28,2,E0:5B:41:FE:20:24,1574183057625,0.0492771031269306,-0.00114597914248676,0.998784488185125
29,2,E0:5B:41:FE:20:24,1574183056651,0.0697572969933873,0.0352046171742329,0.996942603385868
30,2,E0:5B:41:FE:20:24,1574183055614,0.0466290033630679,0.0333436448629759,0.998355616698088
31,2,E0:5B:41:FE:20:24,1574183054732,0.0475962037378519,0.0160392686568652,0.998737875145775
32,2,E0:5B:41:FE:20:24,1574183053625,0.049084634377019,0.0161874858051871,0.998663438787754
33,2,E0:5B:41:FE:20:24,1574183052643,0.0486232452077668,0.0366303804380227,0.99814527762968
34,2,E0:5B:41:FE:20:24,1574183051601,0.0545995515248807,0.0204585431728073,0.998298721317687
35,2,E0:5B:41:FE:20:24,1574183050661,0.0667097760947152,0.0156351037721989,0.997649913197724
36,3,E0:5B:41:FE:20:24,1574183074683,0.0548269151795204,0.0272261218886912,0.998124615295505
37,3,E0:5B:41:FE:20:24,1574183073607,0.0449947515279989,0.0353437033741673,0.998361805642991
38,3,E0:5B:41:FE:20:24,1574183072685,0.0468018712838681,0.0344513774728473,0.998309915524509
39,3,E0:5B:41:FE:20:24,1574183071604,0.0467361896409923,0.0510322739255404,0.997602844620959
40,3,E0:5B:41:FE:20:24,1574183070638,0.0428775580162521,0.0157695578114483,0.99895587293183
41,3,E0:5B:41:FE:20:24,1574183069612,0.0458700511314954,0.0142040783333324,0.998846425917365
42,3,E0:5B:41:FE:20:24,1574183068636,0.044218430909433,0.0160438554627146,0.9988930498656
43,3,E0:5B:41:FE:20:24,1574183067604,0.0451580407296088,0.0161187340847895,0.99884980741299
44,3,E0:5B:41:FE:20:24,1574183066679,0.0454785756855905,0.0161585770344218,0.998834620716479
45,3,E0:5B:41:FE:20:24,1574183065668,0.0454627064904644,0.0349111900843681,0.998355823905212
46,3,E0:5B:41:FE:20:24,1574183064636,0.0433271896249042,0.035147425211943,0.998442493657085
47,3,E0:5B:41:FE:20:24,1574183063603,0.0499234568414511,0.03297815817464,0.998208439926456
48,3,E0:5B:41:FE:20:24,1574183062739,0.0495560729816185,0.0314765607914742,0.998275223448615
49,3,E0:5B:41:FE:20:24,1574183061624,0.0486300053841448,0.0512375123752518,0.997501799447968
50,3,E0:5B:41:FE:20:24,1574183060642,0.0470351115908838,0.0500318084512448,0.997639472164535
51,3,E0:5B:41:FE:20:24,1574183059620,0.045132563918018,0.0249315863003215,0.998669849188778
52,3,E0:5B:41:FE:20:24,1574183058735,0.0532948306253982,0.00843515304862418,0.998543193468193
53,3,E0:5B:41:FE:20:24,1574183057625,0.0492771031269306,-0.00114597914248676,0.998784488185125
54,3,E0:5B:41:FE:20:24,1574183056651,0.0697572969933873,0.0352046171742329,0.996942603385868
55,3,E0:5B:41:FE:20:24,1574183055614,0.0466290033630679,0.0333436448629759,0.998355616698088
56,3,E0:5B:41:FE:20:24,1574183054732,0.0475962037378519,0.0160392686568652,0.998737875145775
57,3,E0:5B:41:FE:20:24,1574183053625,0.049084634377019,0.0161874858051871,0.998663438787754
58,3,E0:5B:41:FE:20:24,1574183052643,0.0486232452077668,0.0366303804380227,0.99814527762968
59,3,E0:5B:41:FE:20:24,1574183051601,0.0545995515248807,0.0204585431728073,0.998298721317687
60,3,E0:5B:41:FE:20:24,1574183050661,0.0667097760947152,0.0156351037721989,0.997649913197724
61,5,E0:5B:41:FE:20:24,1574183255661,0.0471775592862094,0.0350315751881338,0.998272040397623
62,5,E0:5B:41:FE:20:24,1574183254723,0.0474952679347757,0.0334418735869517,0.998311494782464
63,5,E0:5B:41:FE:20:24,1574183253663,0.0455583610092414,0.0156965781628479,0.998838351874881
64,5,E0:5B:41:FE:20:24,1574183252629,0.0466297564581567,0.0366004512981621,0.998241490210372
65,5,E0:5B:41:FE:20:24,1574183251665,0.046968119724155,0.0335300188030773,0.998333478136761
66,5,E0:5B:41:FE:20:24,1574183250678,0.0483480739466236,0.0344040202746863,0.998237861000368
67,5,E0:5B:41:FE:20:24,1574183249657,0.0460342812730785,0.0157283794349685,0.998816030622267
68,5,E0:5B:41:FE:20:24,1574183248626,0.0469372601456877,0.0347153696922399,0.99829441384651
69,5,E0:5B:41:FE:20:24,1574183247666,0.0468513500978723,0.0339672288209574,0.998324185002162
70,5,E0:5B:41:FE:20:24,1574183246689,0.0476866261201893,0.0337454540030847,0.998292156647241
71,5,E0:5B:41:FE:20:24,1574183245666,0.0455017620952957,0.0348932052022914,0.998354673388638
72,5,E0:5B:41:FE:20:24,1574183244631,0.0464613561693147,0.03422783381661,0.998333510293595
73,5,E0:5B:41:FE:20:24,1574183243667,0.0477869758338628,0.0337319829415502,0.998287813342167
74,5,E0:5B:41:FE:20:24,1574183242638,0.0455239515579173,0.0370695034114469,0.998275223448615
75,5,E0:5B:41:FE:20:24,1574183241667,0.0480139165324161,0.0162174664883427,0.99871500319156
76,5,E0:5B:41:FE:20:24,1574183240623,0.0460814973146315,0.0343377362261382,0.998347342098984
77,5,E0:5B:41:FE:20:24,1574183239667,0.0468803335390403,0.0348998038568411,0.998290658084119
78,5,E0:5B:41:FE:20:24,1574183238686,0.0461898280408355,0.0340893942160532,0.998350846640368
79,5,E0:5B:41:FE:20:24,1574183237669,0.0469992682982966,0.0329505739700014,0.998351305129849
80,5,E0:5B:41:FE:20:24,1574183236643,0.0474744463622889,0.0348579496577902,0.998264043371416
81,5,E0:5B:41:FE:20:24,1574183235669,0.045600064882722,0.0340046198125441,0.998380849132282
82,5,E0:5B:41:FE:20:24,1574183234730,0.0459742520226237,0.0326928014383102,0.998407506424644
83,5,E0:5B:41:FE:20:24,1574183233598,0.0476281069530054,0.0145747212533787,0.998758800175728
84,5,E0:5B:41:FE:20:24,1574183232689,0.0446633079086034,0.0162767157101324,0.998869489699407
85,5,E0:5B:41:FE:20:24,1574183231650,0.0482563710313778,0.0340403049707827,0.998254767227474
86,5,E0:5B:41:FE:20:24,1574183230648,0.0457670074920725,0.0162357819874112,0.998820194233416
87,5,E0:5B:41:FE:20:24,1574183229626,0.0485670887162759,0.0164060406923613,0.998685175479453
88,5,E0:5B:41:FE:20:24,1574183228649,0.047741893919462,0.0338225951473028,0.998286904463083
89,5,E0:5B:41:FE:20:24,1574183227625,0.0479895345563067,0.0160815993459964,0.998718372082713
90,5,E0:5B:41:FE:20:24,1574183226703,0.0456278750732839,0.0161039559082178,0.998828693831131
91,5,E0:5B:41:FE:20:24,1574183225629,0.046028964892887,0.0157776338584684,0.998815498808823
92,5,E0:5B:41:FE:20:24,1574183224641,0.0485382046720718,0.0346143765221745,0.998221362036093
93,5,E0:5B:41:FE:20:24,1574183223628,0.0469822343754638,0.0333170415515754,0.998339944305215
94,5,E0:5B:41:FE:20:24,1574183222657,0.0667107270874517,0.0352409493970749,0.997149815412437
95,5,E0:5B:41:FE:20:24,1574183221631,0.0470298793696634,0.0341324886283984,0.998310154043575
96,5,E0:5B:41:FE:20:24,1574183220653,0.0487924664153106,0.0160467202381904,0.998680027832092
97,5,E0:5B:41:FE:20:24,1574183219625,0.0477897784264559,0.0159725195275588,0.998729701019196
98,5,E0:5B:41:FE:20:24,1574183218663,0.0475963028823598,0.0159089012373915,0.998739955550668
99,5,E0:5B:41:FE:20:24,1574183217624,0.0469029835907146,0.0158948999946311,0.998772978351162
100,5,E0:5B:41:FE:20:24,1574183216643,0.0448839027592263,0.0331194610103692,0.998443056250822
101,5,E0:5B:41:FE:20:24,1574183215624,0.0473790832611937,0.0161845904253113,0.998745854310341
102,5,E0:5B:41:FE:20:24,1574183214664,0.047690928627308,0.0331151488323667,0.99831305823598
103,5,E0:5B:41:FE:20:24,1574183213731,0.0466399352133862,0.0165917976809525,0.998773962762849
104,5,E0:5B:41:FE:20:24,1574183212664,0.0468594882641972,0.0331974576258618,0.998349696833127
105,5,E0:5B:41:FE:20:24,1574183211634,0.0486926640029805,0.0350222636812881,0.9981996120611
106,5,E0:5B:41:FE:20:24,1574183210665,0.0443036275729528,0.0343448870810498,0.998427572393344
107,5,E0:5B:41:FE:20:24,1574183209641,0.0471290100388765,0.034240137127692,0.998301792757196
108,5,E0:5B:41:FE:20:24,1574183208665,0.0456885012398041,0.0338197006384025,0.998383087148009
109,5,E0:5B:41:FE:20:24,1574183207630,0.0479189151356707,0.0159294486282066,0.998724201288134
110,5,E0:5B:41:FE:20:24,1574183206666,0.0465191753376945,0.0329723825195747,0.998373070708983
111,5,E0:5B:41:FE:20:24,1574183205690,0.0443467626370035,0.0159750585868168,0.998888463316483
112,5,E0:5B:41:FE:20:24,1574183204652,0.0458626033382498,0.0338540108207136,0.998373941750479
113,5,E0:5B:41:FE:20:24,1574183203646,0.0499358036696741,0.0333774562387378,0.998194550639751
114,5,E0:5B:41:FE:20:24,1574183202712,0.0466327913581473,0.0347792047280037,0.998306460806818
115,5,E0:5B:41:FE:20:24,1574183201743,0.0459547186063218,0.0339554309702266,0.99836626172234
116,5,E0:5B:41:FE:20:24,1574183200658,0.0470315591973239,0.035273669397993,0.998270404593199
117,5,E0:5B:41:FE:20:24,1574183199646,0.0477528057520814,0.0347411420594162,0.998254838501277
118,5,E0:5B:41:FE:20:24,1574183198663,0.0446909096938239,0.01379033784838,0.998905675813671
119,5,E0:5B:41:FE:20:24,1574183197733,0.046390862828467,0.033483212289417,0.998362039713456
120,5,E0:5B:41:FE:20:24,1574183196669,0.045636540252622,0.0340036966588164,0.998379213929911
121,5,E0:5B:41:FE:20:24,1574183195649,0.0444686339517668,0.0159729288619852,0.998883079313106
122,5,E0:5B:41:FE:20:24,1574183194627,0.0466842676903388,0.0344605318605565,0.998315106013179
123,5,E0:5B:41:FE:20:24,1574183193747,0.0471196915956084,0.0335839536304743,0.998324522749232
124,5,E0:5B:41:FE:20:24,1574183192622,0.044635695718965,0.0141845213800793,0.99890262489439
125,5,E0:5B:41:FE:20:24,1574183191649,0.0448382940909842,0.0329580623232875,0.998450446196958
126,5,E0:5B:41:FE:20:24,1574183190626,0.043252397940824,0.0134186656262195,0.998974058464573
127,5,E0:5B:41:FE:20:24,1574183189689,0.043727455546279,0.0132972379438977,0.998955000535315
128,5,E0:5B:41:FE:20:24,1574183188628,0.0432345114412557,0.0115121480169024,0.998998622355643
129,5,E0:5B:41:FE:20:24,1574183187639,0.0435500946328011,0.0165594671208555,0.998913996951763
130,5,E0:5B:41:FE:20:24,1574183186627,0.0457421278273949,0.0330927684561321,0.998404991182301
131,5,E0:5B:41:FE:20:24,1574183185748,0.0477602903165461,0.0339657650480069,0.998281163537399
132,5,E0:5B:41:FE:20:24,1574183184628,0.0439460639622424,0.0353648798749406,0.998407766763489
133,5,E0:5B:41:FE:20:24,1574183183640,0.042351413012653,0.0161586929648276,0.998972098938454
134,5,E0:5B:41:FE:20:24,1574183182625,0.0453231403810203,0.0334713996492018,0.998411477473855
135,5,E0:5B:41:FE:20:24,1574183181660,0.0427135595338104,0.0335058461013722,0.998525367784406
136,5,E0:5B:41:FE:20:24,1574183180626,0.0418121910794003,0.0147045931930613,0.999017274933805
137,5,E0:5B:41:FE:20:24,1574183179699,0.0427696587991442,0.0338327151694723,0.998511944680917
138,5,E0:5B:41:FE:20:24,1574183178705,0.0430587970576272,0.0163909620219366,0.998938074336916
139,5,E0:5B:41:FE:20:24,1574183177706,0.0454024017250661,0.0152193966345996,0.998852837951454
140,5,E0:5B:41:FE:20:24,1574183176685,0.044117122159265,0.0346169749096298,0.998426434235638
141,5,E0:5B:41:FE:20:24,1574183175664,0.0461929389761614,0.0157446355383536,0.998808449523986
142,5,E0:5B:41:FE:20:24,1574183174636,0.0451419113503568,0.0163915874067578,0.998846096103861
143,5,E0:5B:41:FE:20:24,1574183173664,0.0455354875011166,0.0157327667489813,0.998838825551179
144,5,E0:5B:41:FE:20:24,1574183172643,0.0432321981114015,0.0154766153002354,0.998945169378833
145,5,E0:5B:41:FE:20:24,1574183171711,0.0427311567705392,0.034057369724579,0.998505955820242
146,5,E0:5B:41:FE:20:24,1574183170641,0.0450200107184109,0.0348709909610813,0.998377289717823
147,5,E0:5B:41:FE:20:24,1574183169662,0.0442305953267721,0.0158514272269357,0.998895583478027
148,5,E0:5B:41:FE:20:24,1574183168644,0.045375412561356,0.0341274229686818,0.998386894413385
