1563392437,1,LSM9DS1,9.65,4.65,4.65,-4.59,4.59,4.59,-32.45,1.46,130.57
1563392437,2,LSM9DS1,-1.62,-8.54,-8.54,-0.01,0.68,0.15,-14.03,-14.73,3.87
1563392437,3,MPU9250,0.90,0.24,-0.18,32.70,121.48,38.54,-11.23,26.06,0.73
1563392447,4,MPU9250,0.53,0.85,0.14,103.65,101.27,-47.09,6.71,11.90,4.15
1563392447,5,MPU9250,0.27,-0.97,-0.07,-27.49,78.38,-16.08,5.62,0.12,0.85
1563392447,1,LSM9DS1,5.38,8.14,8.14,-4.59,4.59,4.59,12.72,17.50,-2.73
1563392447,2,LSM9DS1,-1.87,-9.12,-9.12,-0.03,0.74,0.11,-0.63,-0.52,-7.73
1563392447,3,MPU9250,0.94,0.24,0.10,36.33,139.71,8.18,-0.85,-13.24,5.37
1563392457,4,MPU9250,0.58,0.81,0.02,95.31,104.84,-36.75,1.83,0.85,3.30
1563392457,5,MPU9250,0.18,-0.94,-0.30,-23.91,70.06,-4.59,3.66,0.55,0.31
1563392457,1,LSM9DS1,0.99,9.40,9.40,-4.59,4.59,4.59,3.03,-5.18,5.49
1563392457,2,LSM9DS1,-3.22,-7.59,-7.59,-0.11,0.65,0.16,-3.37,-6.55,-2.11
1563392457,3,MPU9250,0.89,0.36,0.04,44.80,129.99,4.67,-6.77,8.42,11.41
1563392467,4,MPU9250,0.59,0.80,-0.03,92.93,101.27,-35.60,1.95,5.13,0.92
1563392467,5,MPU9250,0.21,-0.97,-0.18,-28.69,73.63,-5.74,7.20,0.12,-0.24
1563392467,1,LSM9DS1,5.84,7.66,7.66,-4.59,4.59,4.59,0.39,13.31,-20.34
1563392467,2,LSM9DS1,-3.36,-7.02,-7.02,-0.10,0.64,0.16,26.99,3.59,-5.08
1563392467,3,MPU9250,0.92,0.16,0.33,33.91,149.43,-11.68,-8.91,4.94,-2.08
1563392477,4,MPU9250,0.54,0.85,0.04,98.89,100.08,-40.20,2.01,-2.01,1.40
1563392477,5,MPU9250,0.23,-0.97,-0.11,-28.69,77.19,-14.93,3.60,-1.28,0.98
1563392477,1,LSM9DS1,6.65,7.00,7.00,-4.59,4.59,4.59,5.96,6.63,7.53
1563392477,2,LSM9DS1,-3.51,-4.77,-4.77,-0.11,0.50,0.20,-3.75,0.56,0.46
1563392477,3,MPU9250,0.92,-0.02,-0.24,14.53,129.99,35.04,-2.26,3.42,0.67
1563392488,4,MPU9250,0.59,0.80,-0.03,92.93,102.46,-34.45,1.04,-0.24,3.60
1563392488,5,MPU9250,0.17,-0.93,-0.32,-23.91,68.88,-1.15,3.60,-0.24,1.46
1563392488,1,LSM9DS1,0.42,9.73,9.73,-4.59,4.59,4.59,-17.12,-9.67,28.03
1563392488,2,LSM9DS1,-2.72,-8.39,-8.39,-0.11,0.71,0.13,-7.14,0.86,-1.33
1563392488,3,MPU9250,0.92,0.20,0.31,31.48,145.78,-4.67,-5.00,9.52,0.12
1563392498,4,MPU9250,0.60,0.78,-0.02,94.12,104.84,-35.60,2.20,-4.64,0.12
1563392498,5,MPU9250,0.16,-0.96,-0.25,-23.91,71.25,-5.74,0.92,-0.24,3.54
1563392498,1,LSM9DS1,6.18,7.50,7.50,-4.59,4.59,4.59,5.43,9.56,8.48
1563392498,2,LSM9DS1,-2.63,-7.26,-7.26,-0.10,0.63,0.18,2.71,6.83,7.03
1563392498,3,MPU9250,0.96,0.11,0.02,25.43,140.92,16.35,4.58,9.64,-3.42
1563392508,4,MPU9250,0.60,0.80,0.04,95.31,104.84,-40.20,2.56,-0.06,1.71
1563392508,5,MPU9250,0.20,-0.97,-0.20,-26.30,74.81,-9.19,4.03,-0.79,0.67
1563392508,1,LSM9DS1,6.70,7.12,7.12,-4.59,4.59,4.59,2.63,8.65,5.30
1563392508,2,LSM9DS1,-3.37,-6.68,-6.68,-0.13,0.60,0.20,-4.67,0.68,0.52
1563392508,3,MPU9250,0.97,0.07,0.03,20.59,138.49,21.02,-1.34,2.38,-1.28
1563392518,4,MPU9250,0.61,0.78,0.02,96.50,107.23,-41.34,-0.55,6.96,-0.37
1563392518,5,MPU9250,0.19,-0.96,-0.25,-23.91,72.44,-5.74,1.77,-1.65,-0.06
1563392518,1,LSM9DS1,2.13,9.16,9.16,-4.59,4.59,4.59,-5.19,2.72,-7.17
1563392518,2,LSM9DS1,-3.20,-7.26,-7.26,-0.09,0.62,0.11,-3.38,4.55,7.91
1563392518,3,MPU9250,0.93,0.24,0.08,38.75,137.28,1.17,-2.99,6.41,-1.34
1563392528,4,MPU9250,0.64,0.64,-0.36,84.59,102.46,-22.97,-4.58,17.15,-8.24
1563392528,5,MPU9250,0.22,-1.01,-0.12,-29.88,76.00,-12.63,18.01,4.58,-3.66
